-205.9786,192.7808
-203.1600,193.7808
-200.3415,194.7808
-197.9372,196.7808
-195.3705,198.3889
-192.7917,199.9677
-190.5058,202.2536
-188.2199,204.5395
-185.9786,206.8438
-184.3552,209.4042
-182.9786,212.0667
-181.9047,214.8547
-180.9786,217.7038
-179.9786,220.5224
-178.9786,223.3409
-178.9786,226.5737
-178.9786,223.7551
-179.9786,220.9366
-180.7401,218.0192
-181.6118,215.1476
-182.4835,212.2759
-183.9786,209.6624
-185.6411,207.1183
-187.2199,204.5395
-189.5058,202.2536
-191.7917,199.9677
-194.3705,198.3889
-196.9372,196.7808
-199.5281,195.2313
-202.1600,193.7808
