28.9036,-89.1550
33.6057,-89.1550
37.8936,-88.1550
42.1815,-87.1550
46.8835,-87.1550
51.1714,-86.1550
55.5894,-85.4691
60.1614,-85.1550
64.4493,-84.1550
68.7372,-83.1550
73.2824,-82.7762
77.7272,-82.1550
82.0150,-81.1550
86.3029,-80.1550
90.5908,-79.1550
94.8860,-78.1726
99.3824,-77.6761
103.5860,-76.4725
107.4967,-74.5619
111.6160,-73.1550
115.4897,-71.1550
118.9491,-68.1550
121.9036,-67.0742
118.3429,-69.7156
121.3749,-70.6836
120.3634,-71.1550
116.4897,-71.1550
112.4073,-72.6512
108.4967,-74.5619
104.4545,-76.1550
100.1666,-77.1550
95.8787,-78.1550
91.5908,-79.1550
87.3029,-80.1550
83.0150,-81.1550
78.7272,-82.1550
74.0251,-82.1550
69.7372,-83.1550
65.4493,-84.1550
61.0859,-84.9726
56.4593,-85.1550
52.1714,-86.1550
47.8835,-87.1550
43.1815,-87.1550
38.8936,-88.1550
34.4000,-88.6585
