37.5585,-93.2392
33.5216,-91.2023
29.7776,-88.4583
26.0337,-85.7144
22.2897,-82.9704
18.8386,-79.5193
15.3875,-76.0682
12.5585,-72.3595
9.5585,-68.7216
7.1556,-64.8363
5.1188,-60.7995
3.5585,-56.5652
2.5585,-52.0989
3.2803,-54.9610
4.6101,-59.2908
6.6469,-63.3276
9.3909,-67.0716
12.1349,-70.8156
14.8788,-74.5595
18.3299,-78.0106
21.7810,-81.4617
25.5111,-84.2392
29.1490,-87.2392
33.0129,-89.6936
36.8390,-92.2392
41.0866,-92.7110
39.7594,-89.2392
35.7073,-87.2392
31.9197,-84.6004
28.1757,-81.8565
24.4318,-79.1125
20.9807,-75.6614
17.5296,-72.2103
14.7857,-68.4664
12.0417,-64.7224
10.0048,-60.6855
7.9680,-56.6487
6.5585,-52.3519
6.5585,-48.2998
9.9667,-44.8310
11.5585,-40.6098
11.1979,-35.8786
7.7468,-32.4275
6.5585,-28.0392
6.5585,-27.3197
7.9452,-31.6259
10.6892,-35.3699
11.5585,-39.8904
10.5585,-44.3567
7.7314,-48.0662
6.5585,-51.6325
8.1664,-55.8471
10.2032,-59.8839
12.2401,-63.9208
14.9841,-67.6648
17.7280,-71.4087
21.1791,-74.8598
24.6302,-78.3109
28.2978,-81.2392
31.9357,-84.2392
35.8621,-86.5428
39.8989,-88.5797
41.5585,-91.3586
