90.5585,-73.2392
86.1379,-72.2392
81.7174,-71.2392
77.2969,-70.2392
73.0761,-68.7568
68.8700,-67.2392
64.7743,-65.4550
60.4769,-64.1576
56.7654,-61.4461
52.8447,-59.2392
49.0493,-56.7300
45.3377,-54.0184
41.6262,-51.3069
38.2075,-47.8882
34.4959,-45.1766
31.0772,-41.7579
28.3657,-38.0464
24.9470,-34.6277
21.5585,-31.1965
18.8167,-27.4974
16.1051,-23.7858
13.3936,-20.0743
10.6820,-16.3627
9.5585,-11.9933
9.5585,-7.1586
9.5585,-2.3238
9.5585,2.5109
9.5585,7.3456
9.5585,12.1804
9.5585,17.0151
9.5585,21.8499
9.5585,26.6846
9.5585,31.5194
9.5585,36.3541
9.5585,41.1889
9.5585,46.0236
9.5585,50.8584
9.5585,55.6931
11.5585,59.6994
12.8124,64.0148
14.1098,68.3121
15.5585,72.5468
16.5585,76.9673
17.5585,81.3879
18.5585,85.8084
19.5585,90.2289
20.5585,94.6495
21.5585,99.0700
23.7815,102.9839
27.4661,105.7608
31.7905,106.9929
36.3071,107.7608
40.9710,107.3483
44.9755,105.3438
48.3941,101.9251
52.3324,99.7608
56.7529,98.7608
60.7592,96.7608
64.7049,94.6144
68.4165,91.9028
72.1281,89.1912
74.8396,85.4797
76.8441,81.4752
77.5585,76.9363
80.9751,73.7608
83.5585,70.9237
84.0335,66.2857
85.5585,62.0826
88.0425,58.2768
89.5585,54.0700
89.5585,49.2353
89.8132,44.5060
89.5585,40.3942
88.5585,35.9737
86.7045,31.9069
85.4071,27.6095
83.4027,23.6050
79.9840,20.1863
76.5653,16.7677
72.2679,15.4703
68.5555,12.7608
64.5519,10.7543
61.8403,7.0427
62.5740,2.7453
66.5784,0.7409
70.5930,0.7608
75.0136,1.7608
79.4341,2.7608
84.2688,2.7608
89.1036,2.7608
93.9383,2.7608
98.3589,1.7608
102.4218,-0.1025
105.1334,-3.8141
107.1378,-7.8185
108.5585,-12.0648
109.7326,-16.4133
110.5585,-20.9059
111.5585,-25.3264
112.2104,-29.8911
113.5078,-34.1885
115.5123,-38.1930
118.2238,-41.9045
120.5585,-45.7723
122.5585,-49.7786
124.5585,-53.7849
126.2417,-57.9224
127.5391,-62.2198
127.5585,-67.0465
123.6902,-69.1074
119.3243,-70.2392
114.9038,-71.2392
110.4832,-72.2392
106.0627,-73.2392
101.2280,-73.2392
96.3932,-73.2392
